Unnamed: 0,ID,tags,text,new_tags,labels,label_combination,label_combination_adjusted
6022,NCT02543866,"30:64:chronic_disease,92:112:treatment,103:112:treatment",Patients with current active ESC-R Enterobacteriaceae infection who have not yet completed antibiotic treatment will be excluded until their treatment is completed,"29:63:chronic_disease,91:111:treatment,102:111:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
5767,NCT02844738,"1:11:treatment,17:36:treatment,,88:111:chronic_disease",Treatments with strong opioid drugs in the previous 4 weeks for other pain rather than shoulder osteoarthritis,"0:10:treatment,16:35:treatment,87:110:chronic_disease","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
6411,NCT02365467,"18:27:treatment,45:53:chronic_disease,73:85:treatment",Subject requires treatment of an infrarenal aneurysm at the time of the implantation,"17:26:treatment,44:52:chronic_disease,72:84:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
6135,NCT02503722,"1:20:chronic_disease,38:44:chronic_disease,55:62:treatment,67:91:treatment","Ischemic myocardial event, including angina requiring therapy and artery revascularization procedures","0:19:chronic_disease,37:43:chronic_disease,54:61:treatment,66:90:treatment","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
666,NCT02169739,"1:33:treatment,,112:120:chronic_disease",Diffusion-weighted imaging (DWI) lesion < 2.0cm in size at largest dimension and corresponding to the clinical syndrome,"0:32:treatment,111:119:chronic_disease","['chronic_disease', 'treatment']",chronic_disease_treatment,chronic_disease_treatment
4249,NCT02522715,23:34:treatment,may not have received cabazitaxel in the past,22:33:treatment,['treatment'],treatment,treatment
4633,NCT02304458,28:59:treatment,Patients who have received prior anti-PD1 directed therapy (monoclonal antibody [mAb] or small molecule),27:58:treatment,['treatment'],treatment,treatment
4470,NCT02406599,1:30:treatment,Neo-adjuvant systemic therapy,0:29:treatment,['treatment'],treatment,treatment
5278,NCT01187368,51:68:treatment,Patients with an unacceptable risk for successful LVAD implantation and maintenance,50:67:treatment,['treatment'],treatment,treatment
1512,NCT02527421,",75:90:treatment",Use within 30 days prior to the Screening Visit of any product containing corticosteroids,74:89:treatment,['treatment'],treatment,treatment
6354,NCT02397083,"30:50:treatment,62:74:treatment,76:93:treatment,95:103:treatment,108:130:treatment","Patients currently receiving anticancer therapies (including chemotherapy, radiation therapy, hormonal, or antibody-based therapy)","29:49:treatment,61:73:treatment,75:92:treatment,94:102:treatment,107:129:treatment",['treatment'],treatment,treatment
4758,NCT02178566,"17:49:treatment,",Initiation of a pulmonary rehabilitation program within 3 months prior to screening or initiation or changes during the study,16:48:treatment,['treatment'],treatment,treatment
5243,NCT01430390,1:38:treatment,Previous infusion of CD19 CAR T cells at another institution,0:37:treatment,['treatment'],treatment,treatment
3001,NCT02446093,1:13:treatment,valacyclovir,0:12:treatment,['treatment'],treatment,treatment
4677,NCT02255383,18:29:treatment,"Stable, painless arthrodesis in a satisfactory functional position",17:28:treatment,['treatment'],treatment,treatment
5134,NCT01697293,"1:18:treatment,",tamoxifen therapy or other hormonal agents should be discontinued at least 1 week before the patient is enrolled on this study,0:17:treatment,['treatment'],treatment,treatment
7101,NCT01703117,"18:29:treatment,89:101:treatment,184:193:treatment,195:206:treatment,208:215:treatment,217:224:treatment,226:235:treatment,237:253:treatment,262:274:treatment,279:294:treatment,296:321:treatment,323:338:treatment","Currently taking medications that either have evidence of glutamatergic activity or has previous MRS evidence of effects on brain glutamate levels at the discretion of the PI such as memantine, lamotrigine, lithium, opiates, bupropion, psychostimulants such as amphetamines and methylphenidate, tricyclic antidepressants, benzodiazepines and any other drug that the investigators judge might interfere with the study","17:28:treatment,88:100:treatment,183:192:treatment,194:205:treatment,207:214:treatment,216:223:treatment,225:234:treatment,236:252:treatment,261:273:treatment,278:293:treatment,295:320:treatment,322:337:treatment",['treatment'],treatment,treatment
4173,NCT02563678,"1:18:treatment,",Hyperbaric oxygen exposure within the last 30 days,0:17:treatment,['treatment'],treatment,treatment
1120,NCT02181478,6:15:treatment,such treatment may continue until the planned course is completed,5:14:treatment,['treatment'],treatment,treatment
3803,NCT02926378,1:25:treatment,IV anticoagulant therapy,0:24:treatment,['treatment'],treatment,treatment
12,NCT03007030,13:26:treatment,Any line of prior therapy,12:25:treatment,['treatment'],treatment,treatment
6805,NCT02070549,"5:18:treatment,30:42:treatment,44:56:treatment,44:78:treatment,80:96:treatment,101:114:treatment,,","Any major surgery, extensive radiotherapy, chemotherapy with delayed toxicity, biologic therapy, or immunotherapy within 28 days prior to enrollment and/or daily or weekly chemotherapy without the potential for delayed toxicity within 14 days prior to enrollment","4:17:treatment,29:41:treatment,43:55:treatment,43:77:treatment,79:95:treatment,100:113:treatment",['treatment'],treatment,treatment
5474,NCT02414269,"1:45:treatment,52:65:treatment,67:81:treatment,85:100:treatment,,175:190:treatment","Prior immunotherapy with checkpoint blockade (i.e. PD1 inhibitor, PDL1 inhibitor or CTL4-antagonist or similar agent) must have been completed more than 1 month prior to the T cell infusion","0:44:treatment,51:64:treatment,66:80:treatment,84:99:treatment,174:189:treatment",['treatment'],treatment,treatment
4302,NCT02498613,"4:19:treatment,,",An ultrasound (US) within the last 6 months prior to registration will be required to document that it is =< 5 cm,3:18:treatment,['treatment'],treatment,treatment
900,NCT01676259,1:13:treatment,chemotherapy,0:12:treatment,['treatment'],treatment,treatment
1054,NCT02409888,29:38:treatment,mandated to substance abuse treatment by a court order,28:37:treatment,['treatment'],treatment,treatment
4221,NCT02541565,1:35:treatment,positron emission tomography (PET),0:34:treatment,['treatment'],treatment,treatment
632,NCT02433977,138:148:treatment,"Any other condition and/or situation that causes the investigator to deem a subject unsuitable for the study (e.g. due to expected study medication non-compliance, inability to medically tolerate the study procedures, or a subject's unwillingness to comply with study-related procedures",137:147:treatment,['treatment'],treatment,treatment
3511,NCT03165227,11:24:treatment,bilateral salpingectomy,10:23:treatment,['treatment'],treatment,treatment
289,NCT03003390,"11:42:treatment,54:64:treatment",required medical or surgical intervention to restore hemostasis,"10:41:treatment,53:63:treatment",['treatment'],treatment,treatment
1239,NCT01174121,",,122:131:treatment",Women of child-bearing potential must have a negative pregnancy test because of the potentially dangerous effects of the treatment on the fetus,121:130:treatment,['treatment'],treatment,treatment
6438,NCT02349867,"34:45:treatment,47:57:treatment,61:70:treatment","Known or presumed intolerance of gemcitabine, vorinostat or sorafenib","33:44:treatment,46:56:treatment,60:69:treatment",['treatment'],treatment,treatment
7178,NCT01553071,"1:14:treatment,,65:76:treatment,81:89:treatment",Major surgery in the last three weeks due to unknown effects of fenretinide and safingol on wound healing,"0:13:treatment,64:75:treatment,80:88:treatment",['treatment'],treatment,treatment
966,NCT02578901,71:80:treatment,Having been previously randomized in this study at any stage of their treatment,70:79:treatment,['treatment'],treatment,treatment
1112,NCT02259504,79:88:treatment,"Subject with social, medical, or psychological conditions that interfere with treatment and follow-up evaluation",78:87:treatment,['treatment'],treatment,treatment
5974,NCT02562235,"34:45:treatment,47:83:treatment,93:103:treatment,105:114:treatment,116:126:treatment,145:179:treatment,181:193:treatment,195:207:treatment,210:218:treatment,241:253:treatment","Concomitant use of the following medications: phosphodiesterase (PDE) 5 inhibitors (such as sildenafil, tadalafil, vardenafil) and non-specific phosphodiesterase (PDE) inhibitors (theophylline, dipyridamole), nitrates or NO donors (such as amyl nitrite) in any form","33:44:treatment,46:82:treatment,92:102:treatment,104:113:treatment,115:125:treatment,144:178:treatment,180:192:treatment,194:206:treatment,209:217:treatment,240:252:treatment",['treatment'],treatment,treatment
564,NCT02232516,"62:84:treatment,71:84:treatment","All study participants must be registered into the mandatory Revlimid REMS® program, and be willing and able to comply with the requirements of the REMS® program","61:83:treatment,70:83:treatment",['treatment'],treatment,treatment
2734,NCT02138669,10:33:treatment,Who have corneal transplantation as the only remaining option to improve their functional vision,9:32:treatment,['treatment'],treatment,treatment
21,NCT02370693,",,,,58:71:treatment",Fall in FVC > 10% over 6 months on at least 12 months of prior therapy,57:70:treatment,['treatment'],treatment,treatment
4464,NCT02409888,47:80:treatment,individuals reporting current enrollment in a substance abuse treatment program,46:79:treatment,['treatment'],treatment,treatment
2589,NCT02864147,"48:59:treatment,,",Patients who have received their first dose of HPV vaccine < 4 weeks ago or their second dose < 12 weeks ago,47:58:treatment,['treatment'],treatment,treatment
1586,NCT02416674,"19:29:treatment,,",Elapsed injury-to-transplant time of more than 6 months and less than 15 years,18:28:treatment,['treatment'],treatment,treatment
5983,NCT02000115,"49:56:allergy_name,58:65:allergy_name,67:87:allergy_name,92:112:allergy_name,132:146:allergy_name","A known hypersensitivity or contraindication to aspirin, heparin, ticlopidine (Ticlid), or clopidogrel (Plavix), or sensitivity to contrast media which cannot be adequately premedicated","48:55:allergy_name,57:64:allergy_name,66:86:allergy_name,91:111:allergy_name,131:145:allergy_name",['allergy_name'],allergy_name,allergy_name
1914,NCT02406885,41:49:allergy_name,History of hypersensitivity reaction to apixaban,40:48:allergy_name,['allergy_name'],allergy_name,allergy_name
5466,NCT02392572,"41:79:cancer,64:79:cancer,83:96:cancer","For Arm E, in addition to patients with relapsed or refractory acute leukemias or high-risk MDS, patients with untreated high-risk MDS or acute leukemias","40:78:cancer,63:78:cancer,82:95:cancer",['cancer'],cancer,cancer
155,NCT02494869,10:16:cancer,Invasive cancer diagnosis,9:15:cancer,['cancer'],cancer,cancer
1972,NCT01688388,1:19:cancer,Distant metastases,0:18:cancer,['cancer'],cancer,cancer
3971,NCT02101944,13:44:cancer,Presence of clonal bone marrow plasma cells,12:43:cancer,['cancer'],cancer,cancer
3598,NCT02393157,1:31:cancer,CD20+ B-lymphoblastic lymphoma,0:30:cancer,['cancer'],cancer,cancer
1407,NCT03059355,1:24:cancer,squamous cell carcinoma,0:23:cancer,['cancer'],cancer,cancer
154,NCT02494869,64:70:cancer,Clinical breast exam interpreted as benign (not suspicious for cancer) at MSK,63:69:cancer,['cancer'],cancer,cancer
4328,NCT01505569,1:27:cancer,"extraneural metastases, M4",0:26:cancer,['cancer'],cancer,cancer
3896,NCT02159703,75:89:cancer,Presence of close (2 mm) or positive margins PNI on TORS resection of the primary cancer,74:88:cancer,['cancer'],cancer,cancer
5959,NCT02020707,"27:45:cancer,54:66:cancer,68:74:cancer,76:86:cancer,88:96:cancer,98:106:cancer,108:125:cancer,127:143:cancer,145:150:cancer,156:170:cancer,215:231:cancer","allowable histologies for endometrial cancer include endometrioid, serous, clear cell, mucinous, squamous, transitional cell, undifferentiated, mixed, and carcinosarcoma (this is considered a poorly differentiated epithelial tumor)","26:44:cancer,53:65:cancer,67:73:cancer,75:85:cancer,87:95:cancer,97:105:cancer,107:124:cancer,126:142:cancer,144:149:cancer,155:169:cancer,214:230:cancer",['cancer'],cancer,cancer
3058,NCT02774421,1:14:cancer,subependymoma,0:13:cancer,['cancer'],cancer,cancer
5986,NCT01999179,"1:23:cancer,13:23:cancer,35:47:treatment,49:56:treatment,58:67:treatment,71:87:treatment","solid tumor malignancy undergoing chemotherapy, surgery, radiation or hormonal therapy for malignancy","0:22:cancer,12:22:cancer,34:46:treatment,48:55:treatment,57:66:treatment,70:86:treatment","['cancer', 'treatment']",cancer_treatment,cancer_treatment
6272,NCT01562626,",104:109:cancer,150:167:treatment,202:204:treatment,208:218:treatment,226:244:treatment","Patients enrolled at Dose Level 6 or higher in the phase I portion of the trial must have at least one tumor mass suitable and easily accessible for excisional biopsy, or alternatively, accessible for CT or ultrasound guided core needle biopsy","103:108:cancer,149:166:treatment,201:203:treatment,207:217:treatment,225:243:treatment","['cancer', 'treatment']",cancer_treatment,cancer_treatment
5282,NCT02488967,",,137:146:treatment,148:159:treatment,164:172:treatment,,242:260:cancer","Patients with alkaline phosphatase that is > ULN but =< 2.5 x ULN or unexplained bone pain are eligible for inclusion in the study if a bone scan, PET-CT scan, or PET scan performed within 90 days prior to randomization does not demonstrate metastatic disease","136:145:treatment,147:158:treatment,163:171:treatment,241:259:cancer","['cancer', 'treatment']",cancer_treatment,cancer_treatment
5300,NCT02476786,"20:30:cancer,,71:90:treatment,100:106:cancer",A history of other malignancy ≤ 5 years previous which would preclude endocrine treatment of their cancer,"19:29:cancer,70:89:treatment,99:105:cancer","['cancer', 'treatment']",cancer_treatment,cancer_treatment
1423,NCT02145351,"32:34:chronic_disease,,,",Previous clinical diagnosis of HF with current NYHA Class II-III symptoms,31:33:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4824,NCT02920788,"55:81:chronic_disease,93:103:chronic_disease,108:112:chronic_disease","Eligible participants may have other co-morbid stable neuropsychiatric disorders, including depression and PTSD","54:80:chronic_disease,92:102:chronic_disease,107:111:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
1685,NCT02178566,24:41:chronic_disease,Use of antibiotics for COPD exacerbation,23:40:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1343,NCT03069469,44:58:chronic_disease,History or presence of clinically relevant cardiovascular abnormalities,43:57:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1225,NCT02674529,56:81:chronic_disease,Currently experiencing a depressive episode as part of Major Depressive Disorder,55:80:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
918,NCT02950337,1:18:chronic_disease,Diabetes mellitus with end organ damage,0:17:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4476,NCT00186927,23:26:chronic_disease,household member with URI,22:25:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4108,NCT01953263,15:31:chronic_disease,Patients with vaginal prolapse beyond introitus,14:30:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4122,NCT01931202,1:17:chronic_disease,Anxiety Disorder,0:16:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2904,NCT02929069,9:39:chronic_disease,Current suicidal or homicidal ideation,8:38:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3333,NCT02536794,7:40:chronic_disease,Known active or chronic viral hepatitis,6:39:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3800,NCT02236013,16:45:chronic_disease,Subject has an active uncontrolled infection,15:44:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
5931,NCT02048852,"10:26:chronic_disease,68:91:chronic_disease,100:120:chronic_disease,122:128:chronic_disease,132:146:chronic_disease,148:164:chronic_disease,325:341:chronic_disease","unstable medical problems which may include but are not limited to immune system disorders, severe respiratory diseases, kidney or liver diseases, thyroid problems, substance abuse or dependence that would limit patients ability to follow experimental protocol (based on history and drug and alcohol questionaires) or other heart conditions","9:25:chronic_disease,67:90:chronic_disease,99:119:chronic_disease,121:127:chronic_disease,131:145:chronic_disease,147:163:chronic_disease,324:340:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
2711,NCT03089905,38:67:chronic_disease,Existing diagnosis of behavioural or neurodevelopmental disability,37:66:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2788,NCT03036280,"38:55:chronic_disease,",has been hospitalized or treated for suicidal behavior in the past 5 years,37:54:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
671,NCT02466009,34:49:chronic_disease,Active or clinically significant cardiac disease,33:48:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2271,NCT02734602,1:27:chronic_disease,neurodegenerative disorder,0:26:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1554,NCT02488967,12:26:chronic_disease,Documented cardiomyopathy,11:25:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
2681,NCT03112902,1:49:chronic_disease,rapid eye movement (REM)-sleep behavior disorder,0:48:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1491,NCT02512718,"14:28:chronic_disease,,",pathological hyperlipidemia (2 consecutive fasting triglyceride levels > 500 mg/dL),13:27:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
407,NCT02008136,8:14:chronic_disease,recent stroke,7:13:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1948,NCT02145260,1:13:chronic_disease,Acute stroke,0:12:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
727,NCT02006069,"1:16:chronic_disease,",unstable angina within 40 days prior the enrollment,0:15:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1746,NCT01782599,14:25:chronic_disease,a history of head trauma,13:24:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1334,NCT02464904,"1:24:chronic_disease,,,,","Hemodynamic instability with systolic blood pressure <90 mmHg or heart rate > 120 beats/min, unless deemed to be stable with these values by the surgical or interventional pulmonary attending physicians",0:23:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1537,NCT03071393,18:39:chronic_disease,severe recurrent autonomic dysreflexia,17:38:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
760,NCT02574910,"13:19:chronic_disease,,",Significant anemia (hemoglobin < 12 g/dl),12:18:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1143,NCT02641093,1:12:chronic_disease,Hepatitis B,0:11:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4627,NCT03153319,"1:26:chronic_disease,34:46:chronic_disease,48:63:chronic_disease","Hematologic abnormalities (e.g., pancytopenia, aplastic anemia)","0:25:chronic_disease,33:45:chronic_disease,47:62:chronic_disease",['chronic_disease'],chronic_disease,chronic_disease
1055,NCT02493257,1:7:chronic_disease,Asthma,0:6:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
3282,NCT02562755,12:25:chronic_disease,History of severe eczema (as determined by the Investigator) requiring medical treatment,11:24:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
1705,NCT01581580,30:43:chronic_disease,Have a clinical diagnosis of idiopathic PD,29:42:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
4083,NCT01972113,21:70:chronic_disease,Subjects presenting chronic degenerative and/or inflammatory diseases,20:69:chronic_disease,['chronic_disease'],chronic_disease,chronic_disease
